time side pressure1 pressure2 pressure3 pressure4 pressure5 pressure6 pressure7 pressure8 pressure9 pressure10 pressure11 pressure12 pressure13 pressure14 pressure15 pressure16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
20616043 0 13 7 18 11 5 9 0 14 1 2 3 4 6 6 1 3 -0.224609375 0.03564453125 0.96533203125 0.3499999940395355 4.199999809265137 -1.190000057220459 257 -0.11481714993715286 -0.12830451130867004 
20616053 0 13 7 20 11 5 10 0 14 1 2 2 3 5 6 1 2 -0.22802734375 0.03173828125 0.96728515625 0.21000000834465027 3.990000009536743 -1.190000057220459 257 -0.12891922891139984 -0.12043022364377975 
20616065 0 13 8 20 11 5 10 1 14 1 2 2 4 5 5 2 4 -0.2333984375 0.037109375 0.96337890625 0.14000000059604645 3.7100000381469727 -1.1200000047683716 268 -0.11995919048786163 -0.12126978486776352 
20608246 1 12 17 18 18 15 10 3 15 1 1 1 2 15 9 0 1 -0.228515625 0.01318359375 0.96240234375 -0.2800000011920929 -5.809999942779541 1.8200000524520874 342 -0.12930727005004883 -0.12608352303504944 
20608253 1 11 16 18 17 14 11 3 16 2 1 1 2 13 8 0 2 -0.22509765625 0.01171875 0.9677734375 -0.7699999809265137 -6.300000190734863 1.8200000524520874 336 -0.12483349442481995 -0.12689557671546936 
20608263 1 11 16 18 17 16 11 3 15 2 1 1 2 14 12 0 1 -0.22314453125 0.01123046875 0.96435546875 -1.2599999904632568 -6.789999961853027 1.6800000667572021 347 -0.11390931159257889 -0.11590300500392914 
20616073 0 13 7 20 11 5 10 1 14 1 3 3 4 5 6 2 4 -0.22509765625 0.037109375 0.96533203125 -0.5600000023841858 3.5 -1.1200000047683716 272 -0.10765361785888672 -0.11711423099040985 
20608273 1 13 16 18 19 16 11 3 14 0 1 1 2 14 12 0 0 -0.2294921875 0.00927734375 0.96630859375 -1.2599999904632568 -6.720000267028809 1.6100000143051147 346 -0.1295417696237564 -0.11767696589231491 
20608285 1 12 16 18 19 15 11 2 14 1 0 1 2 13 11 0 1 -0.2236328125 0.01123046875 0.96728515625 -1.2599999904632568 -6.230000019073486 1.4700000286102295 335 -0.1321166753768921 -0.12255466729402542 
20608293 1 11 17 18 18 16 11 3 15 2 1 1 2 13 10 0 0 -0.22802734375 0.01318359375 0.96728515625 -1.2599999904632568 -5.599999904632568 1.3300000429153442 344 -0.12636850774288177 -0.11761579662561417 
20616083 0 12 8 19 10 5 10 0 14 1 3 3 4 5 6 2 2 -0.22607421875 0.033203125 0.962890625 -1.2599999904632568 3.640000104904175 -1.190000057220459 261 -0.11118088662624359 -0.12347006797790527 
20616093 0 12 8 19 11 5 10 0 14 1 3 3 4 5 6 1 2 -0.22607421875 0.03271484375 0.96630859375 -1.399999976158142 3.569999933242798 -1.190000057220459 261 -0.11767324060201645 -0.12482625991106033 
20616105 0 12 8 19 11 4 10 0 14 0 3 3 3 5 6 1 3 -0.22705078125 0.0322265625 0.96484375 -1.3300000429153442 3.640000104904175 -1.2599999904632568 254 -0.12274875491857529 -0.1306692361831665 
20616113 0 13 8 18 11 4 10 0 15 0 3 2 3 5 7 1 3 -0.22412109375 0.0341796875 0.96728515625 -1.5399999618530273 3.640000104904175 -1.1200000047683716 257 -0.12160123884677887 -0.13197563588619232 
20616123 0 13 8 20 11 5 10 0 15 1 2 2 4 5 5 1 3 -0.22607421875 0.03759765625 0.970703125 -1.3300000429153442 3.640000104904175 -1.190000057220459 264 -0.1282835155725479 -0.12908706068992615 
20616133 0 13 7 19 11 5 10 0 14 1 2 2 4 5 4 1 4 -0.22509765625 0.0341796875 0.97021484375 -1.0499999523162842 3.640000104904175 -0.9800000190734863 255 -0.12786051630973816 -0.13063561916351318 
20616145 0 13 7 18 11 5 10 0 15 1 3 2 3 5 7 1 3 -0.22998046875 0.0341796875 0.96142578125 -1.0499999523162842 3.640000104904175 -0.9800000190734863 261 -0.11491207778453827 -0.12516964972019196 
20608303 1 11 17 18 18 16 11 3 14 2 1 1 3 13 9 0 2 -0.22900390625 0.01318359375 0.966796875 -1.6800000667572021 -5.809999942779541 1.4700000286102295 344 -0.12469565123319626 -0.11919097602367401 
20608313 1 12 16 18 19 15 12 3 14 2 1 1 3 12 9 0 2 -0.22607421875 0.01171875 0.96337890625 -1.399999976158142 -5.809999942779541 1.6800000667572021 344 -0.12791161239147186 -0.1185496523976326 
20608325 1 12 16 17 19 16 12 3 14 2 0 1 3 13 9 0 0 -0.22802734375 0.0048828125 0.96728515625 -1.190000057220459 -6.369999885559082 1.8200000524520874 341 -0.13126415014266968 -0.12063119560480118 
20616153 0 13 7 18 11 5 9 0 15 1 3 2 3 4 6 1 2 -0.2255859375 0.0361328125 0.96826171875 -0.9800000190734863 3.2200000286102295 -0.9800000190734863 253 -0.12320774793624878 -0.12247122079133987 
20616163 0 13 8 19 12 5 9 0 15 0 2 2 4 5 5 0 2 -0.22509765625 0.0361328125 0.96630859375 -0.8400000333786011 3.0799999237060547 -0.9100000262260437 255 -0.14023412764072418 -0.13509561121463776 
20616173 0 13 7 19 12 5 10 0 15 0 2 2 4 5 6 1 2 -0.22265625 0.03857421875 0.96240234375 -0.7699999809265137 3.430000066757202 -0.9100000262260437 259 -0.12885113060474396 -0.13332001864910126 
20616185 0 13 7 18 11 5 10 0 15 0 2 3 4 5 6 1 3 -0.23291015625 0.0390625 0.96435546875 -0.8400000333786011 3.640000104904175 -0.9800000190734863 258 -0.12029845267534256 -0.1353418081998825 
20608333 1 13 15 20 18 16 11 3 14 2 0 1 2 12 8 0 0 -0.2314453125 0.013671875 0.9658203125 -1.399999976158142 -6.369999885559082 1.8200000524520874 338 -0.14046569168567657 -0.11054983735084534 
20608343 1 12 16 19 19 15 11 3 14 1 1 1 2 10 8 0 1 -0.2255859375 0.0078125 0.9716796875 -1.399999976158142 -6.230000019073486 1.75 332 -0.14329765737056732 -0.1149355098605156 
20608353 1 11 16 20 19 14 10 3 14 1 1 1 3 12 8 0 0 -0.22412109375 0.00830078125 0.96337890625 -1.2599999904632568 -6.019999980926514 1.6800000667572021 332 -0.13803352415561676 -0.11983942985534668 
20608365 1 12 15 20 18 14 10 3 13 1 0 1 3 13 7 0 2 -0.224609375 0.01220703125 0.96240234375 -1.1200000047683716 -5.880000114440918 1.6100000143051147 327 -0.1387108862400055 -0.12086524814367294 
20616193 0 13 7 18 12 4 11 0 15 0 3 2 4 5 5 1 3 -0.2216796875 0.03955078125 0.9638671875 -0.699999988079071 3.8499999046325684 -0.9100000262260437 259 -0.12609151005744934 -0.14015409350395203 
20616203 0 13 8 18 12 4 10 0 15 1 2 2 3 5 6 1 3 -0.22802734375 0.0341796875 0.966796875 -0.49000000953674316 3.8499999046325684 -0.8400000333786011 258 -0.12620532512664795 -0.1323133260011673 
20608373 1 12 13 19 18 14 9 3 14 2 0 1 3 12 8 0 2 -0.22412109375 0.0087890625 0.96826171875 -1.1200000047683716 -6.159999847412109 1.5399999618530273 324 -0.1275559514760971 -0.11612126231193542 
20616213 0 13 8 18 12 4 11 0 15 1 2 3 3 5 5 1 3 -0.2255859375 0.03564453125 0.96728515625 -0.2800000011920929 3.990000009536743 -0.7699999809265137 261 -0.1272534281015396 -0.13581767678260803 
20608383 1 11 15 20 17 14 9 3 14 2 1 1 3 13 8 0 0 -0.23583984375 0.00830078125 0.96630859375 -0.9100000262260437 -5.880000114440918 1.6800000667572021 327 -0.1283675879240036 -0.11524856835603714 
20608393 1 11 15 21 17 13 9 4 13 1 1 1 3 13 7 0 0 -0.22509765625 0.0107421875 0.96728515625 -0.9800000190734863 -5.670000076293945 1.8200000524520874 323 -0.13531704246997833 -0.11354447901248932 
20608405 1 11 17 20 17 13 9 3 13 2 0 1 3 13 7 0 0 -0.23193359375 0.0107421875 0.9677734375 -0.8400000333786011 -5.53000020980835 1.8200000524520874 321 -0.1394404172897339 -0.11740831285715103 
20608413 1 12 17 20 17 15 10 3 13 1 0 1 3 12 6 0 0 -0.2333984375 0.01025390625 0.96533203125 -0.699999988079071 -5.809999942779541 1.8899999856948853 324 -0.15012076497077942 -0.11745673418045044 
20608424 1 12 16 19 17 14 10 2 13 1 1 1 3 10 8 0 0 -0.2314453125 0.00341796875 0.9638671875 -0.699999988079071 -6.019999980926514 1.8899999856948853 316 -0.14429159462451935 -0.11483840644359589 
20608433 1 12 18 16 20 15 10 3 14 2 0 1 3 10 8 0 0 -0.23291015625 0.00732421875 0.96484375 -0.49000000953674316 -6.019999980926514 1.8899999856948853 330 -0.14345018565654755 -0.11829972267150879 
20616226 0 13 8 19 12 4 11 0 15 0 2 3 3 5 5 0 3 -0.22802734375 0.03857421875 0.96337890625 -0.14000000059604645 3.990000009536743 -0.8400000333786011 258 -0.13805751502513885 -0.13884460926055908 
20616233 0 13 8 19 11 4 10 0 15 0 2 3 3 5 6 1 4 -0.22802734375 0.03515625 0.96435546875 -0.21000000834465027 3.640000104904175 -0.9100000262260437 259 -0.12483637034893036 -0.13465233147144318 
20616243 0 14 7 19 12 4 12 0 15 0 2 3 3 5 6 1 3 -0.22802734375 0.03515625 0.96435546875 -0.21000000834465027 3.640000104904175 -0.9100000262260437 266 -0.12933708727359772 -0.13483476638793945 
20616253 0 14 7 18 11 3 11 0 15 0 2 3 3 5 5 1 2 -0.2255859375 0.03759765625 0.96044921875 -0.42000001668930054 3.640000104904175 -0.8400000333786011 252 -0.13281965255737305 -0.13833308219909668 
20616265 0 13 8 18 12 3 11 0 15 0 2 2 4 5 5 1 3 -0.2333984375 0.03369140625 0.96630859375 -0.699999988079071 3.430000066757202 -0.9100000262260437 256 -0.13189874589443207 -0.14424270391464233 
20616274 0 13 8 18 12 5 11 0 15 0 2 2 4 5 5 1 4 -0.23095703125 0.03564453125 0.962890625 -1.0499999523162842 3.569999933242798 -0.8400000333786011 262 -0.12942594289779663 -0.14110925793647766 
20616283 0 13 7 19 11 5 11 0 15 0 2 3 4 5 4 1 4 -0.23095703125 0.03564453125 0.962890625 -1.0499999523162842 3.569999933242798 -0.8400000333786011 260 -0.12771376967430115 -0.13999897241592407 
20616293 0 14 7 20 14 4 11 0 15 0 2 3 4 5 5 1 3 -0.2294921875 0.03759765625 0.9658203125 -1.1200000047683716 3.640000104904175 -0.9100000262260437 271 -0.13423267006874084 -0.13680267333984375 
20608445 1 11 17 17 20 16 10 3 14 2 1 1 3 9 7 0 0 -0.22998046875 0.01025390625 0.970703125 -0.42000001668930054 -5.880000114440918 1.8899999856948853 329 -0.14306321740150452 -0.11500503122806549 
20608454 1 12 15 18 19 14 9 3 14 1 0 1 3 9 6 0 1 -0.23291015625 0.005859375 0.9658203125 -0.42000001668930054 -5.880000114440918 2.0299999713897705 314 -0.14958219230175018 -0.11934024095535278 
20608463 1 12 15 17 17 14 9 3 13 1 0 1 3 8 6 0 1 -0.23486328125 0.00634765625 0.96630859375 -0.3499999940395355 -5.949999809265137 2.0299999713897705 301 -0.14999929070472717 -0.11393029242753983 
20616305 0 14 7 19 14 4 10 0 15 0 2 2 3 5 4 1 2 -0.22900390625 0.0380859375 0.970703125 -0.9100000262260437 3.7100000381469727 -0.6299999952316284 258 -0.14584042131900787 -0.1379639208316803 
20616313 0 13 7 20 13 5 12 0 15 0 2 2 3 5 5 1 2 -0.22802734375 0.03466796875 0.96630859375 -1.190000057220459 3.2200000286102295 -0.6299999952316284 265 -0.13916590809822083 -0.1354772299528122 
20616323 0 12 8 20 13 5 13 0 15 0 2 3 4 5 5 1 2 -0.2294921875 0.0380859375 0.9638671875 -1.2599999904632568 3.0799999237060547 -0.6299999952316284 272 -0.13283905386924744 -0.14033998548984528 
20616333 0 13 8 19 12 5 12 0 15 0 2 3 4 5 4 1 2 -0.2236328125 0.03466796875 0.96923828125 -1.399999976158142 3.1500000953674316 -0.6299999952316284 265 -0.13634873926639557 -0.140624538064003 
20608473 1 14 16 17 18 13 9 3 13 2 0 1 2 8 7 0 0 -0.23095703125 0.01171875 0.962890625 -0.49000000953674316 -6.019999980926514 2.0999999046325684 309 -0.15438860654830933 -0.10536661744117737 
20608486 1 14 16 16 19 13 9 3 13 1 0 1 2 12 7 0 0 -0.23046875 0.0107421875 0.96923828125 -0.6299999952316284 -6.230000019073486 2.1700000762939453 314 -0.1502334177494049 -0.1205870658159256 
20616346 0 13 8 18 12 4 12 0 15 1 3 2 4 5 4 1 2 -0.23095703125 0.03955078125 0.96484375 -1.5399999618530273 3.5 -0.42000001668930054 263 -0.1306213140487671 -0.13843736052513123 
20616353 0 13 7 18 12 3 10 0 15 1 2 2 3 5 5 1 2 -0.22412109375 0.04052734375 0.96728515625 -1.6100000143051147 3.5 -0.5600000023841858 251 -0.13039983808994293 -0.1354827582836151 
20608494 1 12 16 14 18 13 8 2 12 1 0 1 2 12 6 0 0 -0.2275390625 0.0126953125 0.9638671875 -0.5600000023841858 -6.369999885559082 1.9600000381469727 290 -0.15108303725719452 -0.12894009053707123 
20608504 1 11 15 17 20 12 8 2 13 1 1 1 2 10 6 0 0 -0.23681640625 0.01025390625 0.96240234375 -0.49000000953674316 -6.090000152587891 1.75 298 -0.15220783650875092 -0.12524445354938507 
20608514 1 11 14 18 20 13 9 2 13 0 0 1 2 13 6 0 0 -0.228515625 0.01220703125 0.96875 -0.699999988079071 -6.230000019073486 1.8200000524520874 304 -0.15186987817287445 -0.13487347960472107 
20608526 1 12 17 17 18 13 10 2 12 1 0 1 3 12 6 0 0 -0.22509765625 0.00927734375 0.96630859375 -0.8400000333786011 -6.090000152587891 1.8200000524520874 307 -0.15294760465621948 -0.12739266455173492 
20608534 1 11 16 18 20 14 9 3 12 1 0 1 2 10 5 0 0 -0.22998046875 0.01416015625 0.96240234375 -0.8400000333786011 -6.300000190734863 1.8899999856948853 305 -0.16014142334461212 -0.11804460734128952 
20608544 1 11 15 18 20 13 9 3 13 1 0 1 2 9 5 0 0 -0.22314453125 0.00732421875 0.96240234375 -0.5600000023841858 -6.720000267028809 1.8899999856948853 302 -0.1591195911169052 -0.12008107453584671 
20608554 1 11 15 17 19 16 9 3 12 1 0 0 2 8 6 0 0 -0.22265625 0.0126953125 0.9697265625 -0.42000001668930054 -6.650000095367432 1.8899999856948853 299 -0.1595286875963211 -0.10906492173671722 
20608566 1 9 16 17 18 16 9 3 11 1 0 1 2 7 6 0 0 -0.22216796875 0.0078125 0.96337890625 -0.49000000953674316 -6.510000228881836 1.8200000524520874 291 -0.15715837478637695 -0.10628286749124527 
20616364 0 13 7 18 11 3 9 0 14 0 2 3 3 5 4 1 2 -0.23046875 0.041015625 0.97021484375 -1.75 3.2899999618530273 -0.8400000333786011 239 -0.13593995571136475 -0.1368764340877533 
20616374 0 13 8 19 11 4 11 0 14 0 2 3 3 5 4 1 2 -0.22119140625 0.03076171875 0.958984375 -1.9600000381469727 3.2200000286102295 -0.9100000262260437 252 -0.13981738686561584 -0.1355385184288025 
20616386 0 13 8 19 12 4 11 0 14 0 2 2 3 4 4 1 2 -0.22607421875 0.03564453125 0.96240234375 -2.0999999046325684 3.009999990463257 -1.190000057220459 250 -0.14727620780467987 -0.1340198963880539 
20616394 0 13 8 21 12 4 10 0 14 0 2 2 4 4 5 1 2 -0.22705078125 0.033203125 0.96826171875 -1.8200000524520874 3.0799999237060547 -0.9800000190734863 257 -0.14197605848312378 -0.12737978994846344 
20608574 1 9 16 17 17 15 9 2 12 0 0 1 2 7 6 0 0 -0.23193359375 0.01220703125 0.96435546875 -0.49000000953674316 -6.510000228881836 1.8200000524520874 283 -0.1618114411830902 -0.11856551468372345 
20608584 1 10 15 19 22 14 9 2 12 1 0 1 2 9 6 0 0 -0.23193359375 0.00830078125 0.96337890625 -0.5600000023841858 -6.720000267028809 1.75 305 -0.16069866716861725 -0.11947725713253021 
20616404 0 13 8 21 11 4 11 0 14 0 2 2 4 4 5 1 3 -0.224609375 0.03369140625 0.966796875 -1.4700000286102295 3.1500000953674316 -0.7699999809265137 258 -0.13822847604751587 -0.12873491644859314 
20616414 0 13 8 20 11 3 11 0 13 0 1 2 3 4 4 1 2 -0.22705078125 0.0341796875 0.96875 -1.4700000286102295 3.1500000953674316 -0.6299999952316284 241 -0.15306109189987183 -0.130983367562294 
20616426 0 13 8 20 12 4 10 0 14 0 2 2 3 3 4 1 2 -0.22607421875 0.03369140625 0.970703125 -1.5399999618530273 3.5 -0.8400000333786011 248 -0.15099303424358368 -0.12768903374671936 
20608594 1 9 15 18 22 16 11 3 12 1 0 1 2 8 6 0 0 -0.2294921875 0.00634765625 0.966796875 -0.49000000953674316 -6.860000133514404 1.8899999856948853 312 -0.1567065715789795 -0.11621716618537903 
20608606 1 11 15 15 21 16 11 3 11 1 0 1 2 7 5 0 0 -0.22412109375 0.01416015625 0.9619140625 -0.42000001668930054 -6.860000133514404 2.0999999046325684 299 -0.16430602967739105 -0.11341390013694763 
20616434 0 13 8 21 12 5 10 0 14 0 2 2 3 3 4 1 2 -0.2265625 0.037109375 0.96826171875 -1.6100000143051147 3.3600001335144043 -0.8400000333786011 253 -0.15189340710639954 -0.12362208217382431 
20608614 1 11 15 20 21 14 10 3 13 0 0 1 2 8 4 0 0 -0.22998046875 0.0078125 0.96435546875 -0.49000000953674316 -6.860000133514404 2.0299999713897705 308 -0.17138829827308655 -0.12072744965553284 
20608624 1 12 15 21 24 14 10 3 12 1 0 1 2 9 6 0 1 -0.228515625 0.0126953125 0.96728515625 -0.6299999952316284 -6.929999828338623 2.0299999713897705 327 -0.16316881775856018 -0.11257905513048172 
20608634 1 12 13 20 23 14 9 2 11 0 0 1 2 8 6 0 0 -0.22412109375 0.015625 0.9599609375 -0.699999988079071 -6.789999961853027 1.9600000381469727 302 -0.17089131474494934 -0.11286908388137817 
20608646 1 12 15 20 21 14 9 3 13 0 0 1 3 7 5 0 0 -0.22607421875 0.013671875 0.96826171875 -0.699999988079071 -6.860000133514404 1.8899999856948853 310 -0.1688692420721054 -0.11504470556974411 
20616444 0 13 9 21 12 5 10 0 14 0 2 2 3 5 5 1 2 -0.22314453125 0.03564453125 0.96826171875 -1.399999976158142 3.1500000953674316 -0.699999988079071 261 -0.14489270746707916 -0.12687832117080688 
20616454 0 13 9 20 13 4 9 0 13 0 2 2 3 4 4 0 2 -0.22998046875 0.03564453125 0.9619140625 -0.9800000190734863 2.940000057220459 -0.5600000023841858 246 -0.1594856083393097 -0.12696221470832825 
20608654 1 11 16 20 20 14 9 3 13 0 0 1 2 7 6 0 0 -0.23095703125 0.00537109375 0.9658203125 -0.699999988079071 -6.929999828338623 1.8899999856948853 307 -0.16706083714962006 -0.11294449865818024 
20608664 1 13 16 21 22 14 9 3 13 0 0 1 2 8 6 0 0 -0.2255859375 0.01220703125 0.9609375 -0.7699999809265137 -6.860000133514404 1.75 321 -0.1711166501045227 -0.11198222637176514 
20608674 1 13 15 21 21 14 9 3 13 0 0 1 2 7 6 0 0 -0.2255859375 0.01171875 0.9619140625 -0.9100000262260437 -7.070000171661377 1.6100000143051147 315 -0.1707046627998352 -0.10850360244512558 
20616466 0 13 8 20 13 4 11 0 13 0 2 1 3 4 4 0 2 -0.22265625 0.037109375 0.96728515625 -1.1200000047683716 2.799999952316284 -0.5600000023841858 247 -0.16088642179965973 -0.12967975437641144 
20608686 1 12 16 20 22 13 11 2 12 0 0 1 3 7 5 0 0 -0.22412109375 0.01123046875 0.96484375 -0.8400000333786011 -6.860000133514404 1.5399999618530273 310 -0.17614777386188507 -0.12115342915058136 
20608694 1 14 15 20 22 14 10 2 11 0 0 0 2 8 4 0 0 -0.22607421875 0.01806640625 0.97021484375 -0.7699999809265137 -6.579999923706055 1.6800000667572021 305 -0.18737877905368805 -0.11424388736486435 
20608704 1 14 16 20 22 14 9 3 13 0 0 1 2 10 6 0 0 -0.22705078125 0.00830078125 0.96630859375 -0.7699999809265137 -6.300000190734863 1.6800000667572021 325 -0.16788747906684875 -0.1162455826997757 
20616474 0 13 7 20 13 5 11 0 13 0 1 2 3 4 4 1 2 -0.21923828125 0.0419921875 0.95556640625 -1.399999976158142 2.870000123977661 -0.7699999809265137 249 -0.15298189222812653 -0.12870323657989502 
20616484 0 13 8 20 13 4 13 0 12 0 2 2 3 4 4 0 2 -0.23095703125 0.03662109375 0.97021484375 -1.8899999856948853 3.0799999237060547 -1.2599999904632568 250 -0.15907904505729675 -0.1287546008825302 
20616494 0 13 9 20 12 5 12 0 13 0 2 2 2 4 5 0 2 -0.22705078125 0.03759765625 0.97412109375 -1.9600000381469727 3.009999990463257 -1.2599999904632568 253 -0.1567595899105072 -0.12447132915258408 
20616506 0 13 8 20 13 5 11 0 13 0 2 2 3 4 5 1 2 -0.22216796875 0.03662109375 0.96630859375 -1.6800000667572021 3.0799999237060547 -1.1200000047683716 256 -0.14717575907707214 -0.12488312274217606 
20616514 0 13 8 19 13 4 10 0 13 0 1 2 3 4 5 1 2 -0.224609375 0.0341796875 0.96875 -1.6800000667572021 3.009999990463257 -0.9100000262260437 246 -0.14986969530582428 -0.1293366700410843 
20616524 0 13 8 19 13 4 10 0 12 0 1 2 3 4 5 1 1 -0.224609375 0.0302734375 0.97021484375 -1.6100000143051147 3.0799999237060547 -0.9100000262260437 241 -0.15449467301368713 -0.12460003793239594 
20608714 1 14 17 20 22 14 9 3 13 0 0 0 2 10 6 0 0 -0.2314453125 0.01123046875 0.9658203125 -0.9800000190734863 -6.579999923706055 1.5399999618530273 325 -0.172402486205101 -0.11657150089740753 
20616534 0 15 8 19 12 4 10 0 12 0 2 2 2 4 5 0 1 -0.2275390625 0.0419921875 0.974609375 -1.75 3.0799999237060547 -0.9800000190734863 241 -0.1633678823709488 -0.11582254618406296 
20616546 0 14 8 20 12 4 9 0 12 0 2 2 2 4 4 1 1 -0.22802734375 0.0341796875 0.9716796875 -1.5399999618530273 3.1500000953674316 -0.9100000262260437 239 -0.16113939881324768 -0.11627927422523499 
20616554 0 14 9 19 13 5 11 0 12 0 2 2 2 4 4 1 2 -0.22314453125 0.03662109375 0.9638671875 -0.9100000262260437 3.0799999237060547 -0.7699999809265137 250 -0.16034969687461853 -0.12220874428749084 
20608726 1 14 17 19 21 14 8 3 13 0 0 0 1 8 4 0 0 -0.22705078125 0.017578125 0.97021484375 -1.1200000047683716 -6.789999961853027 1.5399999618530273 307 -0.185733824968338 -0.11398385465145111 
20608734 1 13 16 18 20 13 9 3 12 1 0 1 2 7 5 0 0 -0.23046875 0.01318359375 0.966796875 -1.0499999523162842 -6.860000133514404 1.5399999618530273 302 -0.1707843691110611 -0.10916206985712051 
20608744 1 12 15 22 19 13 10 2 13 1 0 1 1 8 6 0 0 -0.2265625 0.015625 0.96826171875 -0.9100000262260437 -6.720000267028809 1.6800000667572021 309 -0.1674925833940506 -0.11042050272226334 
20616564 0 13 11 20 13 5 12 0 12 0 1 1 2 4 4 1 1 -0.22265625 0.03857421875 0.96337890625 -1.0499999523162842 3.009999990463257 -0.7699999809265137 251 -0.173432394862175 -0.12534235417842865 
20608754 1 14 17 23 22 13 10 3 13 0 0 1 1 8 5 0 0 -0.23193359375 0.01513671875 0.96728515625 -0.9100000262260437 -6.510000228881836 1.8200000524520874 326 -0.18236783146858215 -0.11051777005195618 
20616574 0 13 10 20 13 5 10 0 12 0 1 1 2 4 4 1 1 -0.22265625 0.03564453125 0.9609375 -1.3300000429153442 3.0799999237060547 -0.9100000262260437 244 -0.17176465690135956 -0.1219768151640892 
20608766 1 14 17 21 23 13 9 3 14 0 0 1 2 8 6 0 0 -0.228515625 0.0126953125 0.96728515625 -0.8400000333786011 -6.230000019073486 1.75 329 -0.17391559481620789 -0.11587810516357422 
20616586 0 13 9 20 13 4 10 0 12 0 1 2 2 4 5 1 1 -0.224609375 0.03662109375 0.96630859375 -1.8200000524520874 3.1500000953674316 -1.1200000047683716 243 -0.16152703762054443 -0.12102280557155609 
20616594 0 14 9 21 15 4 11 0 12 0 1 2 3 4 6 1 1 -0.2177734375 0.0361328125 0.96826171875 -1.75 2.799999952316284 -1.2599999904632568 260 -0.15934458374977112 -0.11969910562038422 
20608774 1 12 16 20 21 12 9 2 14 0 0 1 2 8 5 0 0 -0.22705078125 0.01416015625 0.966796875 -0.9100000262260437 -6.440000057220459 1.8899999856948853 307 -0.17311081290245056 -0.12631380558013916 
20608784 1 13 18 21 20 13 10 3 14 0 0 1 2 8 5 0 0 -0.23193359375 0.0107421875 0.97119140625 -0.5600000023841858 -6.720000267028809 2.0299999713897705 322 -0.17454950511455536 -0.11830391734838486 
20616604 0 14 9 21 14 6 11 0 12 0 1 2 3 3 5 0 1 -0.2177734375 0.0361328125 0.96826171875 -1.75 2.799999952316284 -1.2599999904632568 256 -0.16967454552650452 -0.11508047580718994 
20608794 1 13 18 20 19 13 10 3 14 0 0 0 2 8 5 0 0 -0.22509765625 0.01123046875 0.95849609375 -0.42000001668930054 -7.0 2.0299999713897705 315 -0.17595846951007843 -0.11915706843137741 
20608806 1 13 18 21 21 14 9 3 13 0 0 0 2 9 4 0 0 -0.22607421875 0.01220703125 0.9619140625 -0.49000000953674316 -7.139999866485596 1.8899999856948853 319 -0.18144840002059937 -0.11751678586006165 
20616614 0 15 9 21 15 6 10 0 11 0 1 2 3 2 4 0 1 -0.22265625 0.0341796875 0.97119140625 -1.6800000667572021 2.5899999141693115 -1.3300000429153442 251 -0.1826159507036209 -0.10820110142230988 
20608814 1 13 18 21 22 14 9 2 12 0 0 0 2 8 4 0 0 -0.22314453125 0.01806640625 0.9619140625 -0.699999988079071 -7.28000020980835 1.6800000667572021 312 -0.18934781849384308 -0.11714725196361542 
20608824 1 13 17 22 22 14 9 2 13 0 0 0 2 6 6 0 0 -0.224609375 0.01611328125 0.9658203125 -0.8400000333786011 -7.349999904632568 1.5399999618530273 316 -0.18359220027923584 -0.11018501967191696 
20616626 0 14 10 21 15 5 9 0 11 0 1 2 2 3 4 1 1 -0.2255859375 0.03076171875 0.96923828125 -1.2599999904632568 2.450000047683716 -1.2599999904632568 248 -0.17861635982990265 -0.11159581691026688 
20616634 0 14 12 21 16 5 9 0 11 0 1 1 2 4 3 1 0 -0.21923828125 0.0380859375 0.96630859375 -0.8400000333786011 2.6600000858306885 -1.190000057220459 251 -0.19206321239471436 -0.11762569099664688 
20616644 0 14 12 21 16 5 10 0 11 0 1 1 1 4 3 0 0 -0.21240234375 0.03955078125 0.9580078125 -1.0499999523162842 2.6600000858306885 -1.2599999904632568 249 -0.2013707458972931 -0.11779749393463135 
20608834 1 13 18 23 21 13 9 3 13 0 0 0 1 10 4 0 0 -0.23046875 0.01708984375 0.970703125 -0.9100000262260437 -7.420000076293945 1.6100000143051147 321 -0.18398034572601318 -0.11642646789550781 
20616654 0 15 12 21 15 5 10 0 11 0 1 1 2 2 4 0 1 -0.22265625 0.0400390625 0.962890625 -1.5399999618530273 2.5899999141693115 -1.5399999618530273 250 -0.19677671790122986 -0.10948488861322403 
20608846 1 12 19 21 21 16 9 3 13 0 0 0 1 10 5 0 0 -0.22119140625 0.0126953125 0.966796875 -0.9100000262260437 -7.630000114440918 1.6100000143051147 325 -0.17766280472278595 -0.11573446542024612 
20608854 1 14 19 23 24 17 10 3 13 0 0 0 1 12 4 0 0 -0.2197265625 0.01513671875 0.96435546875 -0.9800000190734863 -7.559999942779541 1.5399999618530273 349 -0.18314984440803528 -0.1174817830324173 
20616666 0 15 12 20 14 5 10 0 10 0 1 2 3 2 4 0 1 -0.216796875 0.03369140625 0.96826171875 -1.9600000381469727 2.5899999141693115 -1.5399999618530273 247 -0.18966807425022125 -0.10827062278985977 
20616674 0 15 12 20 15 5 9 0 10 0 1 1 2 3 4 0 1 -0.2265625 0.03564453125 0.96826171875 -1.8899999856948853 2.6600000858306885 -1.4700000286102295 244 -0.19614657759666443 -0.1087537631392479 
