time side pressure1 pressure2 pressure3 pressure4 pressure5 pressure6 pressure7 pressure8 pressure9 pressure10 pressure11 pressure12 pressure13 pressure14 pressure15 pressure16 acc1 acc2 acc3 ang1 ang2 ang3 totalForce cop1 cop2 
19273423 1 6 6 5 5 5 3 4 10 24 19 13 9 18 43 7 17 -0.29052734375 0.00634765625 0.94873046875 9.449999809265137 29.540000915527344 -1.6100000143051147 449 0.16962331533432007 -0.024227362126111984 
19273433 1 7 6 4 6 3 4 4 10 25 19 15 10 18 43 7 17 -0.373046875 0.02783203125 0.8935546875 13.510000228881836 36.400001525878906 -1.2599999904632568 459 0.1694241166114807 -0.02799273282289505 
19281195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -1.16162109375 0.4287109375 1.58203125 66.91999816894531 -338.239990234375 37.59000015258789 6 0.0 0.0 
19273443 1 6 5 4 6 5 3 3 10 24 19 15 11 18 43 9 17 -0.322265625 0.0400390625 0.88037109375 17.639999389648438 48.15999984741211 -1.9600000381469727 458 0.17642149329185486 -0.03177628293633461 
19281205 0 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 -1.3740234375 0.5283203125 1.75341796875 72.59000396728516 -324.239990234375 59.56999969482422 8 0.0 0.0 
19273455 1 6 6 6 6 3 2 3 9 24 21 18 14 20 44 9 18 -0.5009765625 -0.00634765625 0.9072265625 19.31999969482422 60.27000045776367 -2.380000114440918 480 0.1785680055618286 -0.035938944667577744 
19273463 1 6 6 5 5 3 2 3 8 27 21 20 14 21 44 10 18 -0.34521484375 0.0185546875 0.9111328125 17.219999313354492 69.09000396728516 -1.8200000524520874 490 0.1876067817211151 -0.030152762308716774 
19281217 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 -1.55859375 0.5986328125 1.99365234375 77.7699966430664 -312.9700012207031 86.37999725341797 10 0.0 0.0 
19281225 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 -2.10205078125 0.35986328125 2.03369140625 64.88999938964844 -305.9700012207031 128.30999755859375 6 0.0 0.0 
19273473 1 4 5 3 4 3 3 2 8 27 21 21 13 20 44 12 19 -0.32763671875 -0.00146484375 0.90234375 16.170000076293945 66.91999816894531 -1.399999976158142 478 0.2052903175354004 -0.03298891335725784 
19273483 1 5 4 3 4 2 2 3 9 24 20 20 14 20 44 12 19 -0.24658203125 0.009765625 0.95654296875 16.799999237060547 60.060001373291016 -0.2800000011920929 469 0.20488451421260834 -0.038819439709186554 
19281235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 -2.38037109375 0.10107421875 2.07666015625 63.279998779296875 -305.8299865722656 125.93000030517578 8 0.0 0.0 
19281247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 -2.67822265625 -0.2802734375 1.92529296875 67.12999725341797 -313.17999267578125 109.4800033569336 10 0.0 0.0 
